name,category,brand,description
Palo Santo Hydration Shampoo,Shampoo,PATTERN by Tracee Ellis Ross,"What it is: A creamy and gentle shampoo that cleanses your scalp and hair, effortlessly removing dirt and buildup while leaving behind softness and hydration.Hair Texture: Curly and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Curl-Enhancing- Dryness- Flaky/Dry ScalpKey Benefits: - Removes buildup and dirt without stripping away moisture.- Cleanses Hair and scalp while leaving hair hydrated.- Hair is left healthy-looking and hydrated.Highlighted Ingredients:- Aloe and Honey: Natural humectants that attract hydration.- Coconut Oil: Seals in hydration.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also cruelty-free.What Else You Need to Know: This is PATTERN by Tracee Ellis Ross’s Hydration Shampoo, now in an earthy and bright Palo Santo scent. This rich, creamy formula, infused with aloe vera, coconut oil, and honey, cleanses while keeping curls healthy and hydrated without stripping moisture.Fragrance Description: This shampoo has a subtle woody fragrance with notes of mint & citrus, evokes a deep sense of nostalgia and self-care.Clinical Results: Based on a 60-subject consumer perception study, after one week of use: - 97% agreed using this shampoo made their hair feels completely clean- 94% agreed this is gentle on their hair- 94% agreed this shampoo helped them detangle while washing"
Vitamino Color Care Shampoo,Shampoo,L'Oréal Professionnel,"What it is: A daily shampoo that gently removes impurities and protects hair color to prevent fading, enhance vibrancy, and maintain shine.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Shine- Color-Safe- Color FadingKey Benefits: - Gently cleanses to remove impurities- Prevents color fading to prolong salon color services- Enhances color vibrancy and adds intense shineHighlighted Ingredients:- Resveratrol: A powerful antioxidant present in the skin and seeds of grapes that helps preserve hair color.Ingredient Callouts: This product comes in recyclable packaging.What Else You Need to Know: Make the most of your salon color services with this gently cleansing shampoo perfect for any at-home color-care routine. Its hydrating formula is blended with antioxidants and professional technology to protect hair color, prevent color fading, and pro-long color vibrancy for up to 8 weeks.Fragrance Description: An alluring floral fragrance with top notes of Italian lemon oil and strawberry, middle notes of red apple, jasmine, and orange blossom, and bottom notes of white musk and sandalwood.Clinical Results: In an instrumental test with the Vitamino Color Care Shampoo and Vitamino Color Care Conditioner (sold seperately), results showed:- Up to 8 weeks of color protection- 7 times more shine"
Vitamino Color Spectrum Color Protecting Shine Conditioner,Conditioner,L'Oréal Professionnel,"What it is: An intense conditioner that locks dyes in the fiber, maintaining vibrant colors and ultra-high glass shine for up to 100 days.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Color Fading- Color Safe- ShineKey Benefits: - Enhances shine, saturation, contrast, tone, and brightness- Strengthens, smooths, and tames hair- Locks in day-one color vibrancy up to 100 daysHighlighted Ingredients:- Ferulic Acid: Protects and locks in color vibrancy.- Citric Acid: Neutralizes unwanted tones, ensuring color stays true and vibrant.What Else You Need to Know: Enriched with ferulic acid and citric acid 2.5%, this conditioner optimizes color depth and neutralizes unwanted tones. Its creamy texture thoroughly penetrates the hair fiber to strengthen and smooth each strand. Fragrance Description: A fruity combination inspired by fine fragrances, with top notes of metallic greens and citrus, a middle note of crunchy rhubarb, and bottom notes of sandalwood, vanilla, and amber.Clinical Results: Instrumental test with full Vitamino Color Spectrum system:- Locks in day-1 color vibrancy for up to 100 days"
Mini Heavy Conditioner,Conditioner,PATTERN by Tracee Ellis Ross,"What it is: An extra-rich and nourishing heavy conditioner, perfect for coily and tight textures, that provides serious hydration and great curl clumping.Hair Type: Fine, Medium, and ThickHair Texture: Wavy, Curly, and CoilyHair Concerns:- Curl-Enhancing- Dryness- Color SafeKey Benefits: - Rich, thick formula provides extra moisture- Great for coily textures and high-porosity hair- Excellent as a deep conditioning treatmentHighlighted Ingredients:- Safflower Seed Oil- Jojoba Oil- Shea ButterIngredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also cruelty-free and comes in recyclable packaging.What Else You Need to Know: The extra-rich and nourishing Heavy Conditioner is perfect for coily and tight textures. Its creamy, buttery formula offers serious hydration and the signature ""Pattern Slip"" for easy detangling and great curl clumping. Fragrance Description: Founder Tracee Ellis Ross picked this to be clean and not overpowering. Notes are a sweet floral essence of neroli, rose, and patchouli."
Superfoods Mango + Cherry Oil Control & Balancing Conditioner,Conditioner,Briogeo,"What it is: A nutrient-rich, smoothie-inspired conditioner packed with vitamins and minerals to support healthy hair and scalp, plus a unique papaya enzyme known to help balance oil production.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Oiliness- Shine- Color SafeKey Benefits: - Conditions and nourishes hair with vitamins and minerals- Helps balance oil production with papaya enzymes- Clean and naturally derived, formulated 6-free™, and made with Briogeo’s proprietary NOVA Complex®, which supports healthy hairHighlighted Ingredients:- Papaya Enzymes: Naturally derived enzymes that are known to help balance oil production.- Mango Extract and Juice: Extracted from the juicy nectar of the tropical mango fruit, they contain vitamins C and E to help protect against free-radical damage and minimize hair dullness.- Cherry Extract: Rich in natural sugars to hydrate hair and contains antioxidant-rich vitamin C, which is crucial for overall hair health.  Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This silicone-free conditioner harnesses the power of papaya enzymes to help balance oil production on hair and scalp. The formula also contains antioxidant-rich fruits, vitamins, and nutrients to support healthy-looking hair. It’s formulated with 96 percent naturally derived ingredients.Clean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency."
Detoxifying Scrub Shampoo,Shampoo,Davines,"What it is: A clarifying shampoo that revitalizes scalp lacking in tone with gentle, natural surfactants and scrub particles, leaving scalp and hair purified and healthy.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Oily Scalp- Scalp Build Up- ShineKey Benefits: - Purifies hair and scalp- Provides a gentle yet deep cleanse, protects against free radicals- Revitalizing shampoo for scalp lacking toneHighlighted Ingredients:- Phytoceuticals Extracted from Artichokes: Rich in polyphenols, high antioxidant power.Ingredient Callouts: Free of parabens and sulfates SLS & SLES. It is also vegan. What Else You Need to Know: This shampoo removes environmental impurities while promoting gentle mechanical exfoliation of dead scalp cells with jojoba and silica particles. Infused with antioxidant artichoke phytoceuticals, which protect the hair and scalp from pollution and environmental damage caused by free radicals."
Conditioner for Beautiful Color,Conditioner,Oribe,"What it is: A rich, restorative conditioner that protects against fading due to UV damage and environmental pollution to extend the life of your color.Hair Type: Fine, Medium, and ThickHair Texture: Coily, Curly, Straight, and Wavy Hair Concerns:- Damage, Split Ends, and Breakage - Shine - Color Fading Key Benefits: - Preserves and enhances color vibrancy - Offers intense moisture and repair   - Fortifies and restores damaged hairHighlighted Ingredients:- Plant-Derived Glycerin: A natural humectant that provides moisture and shine.- Multilayered UV Protection System: Delivers long-lasting UV protection from harmful effects of the sun.- Oribe Signature Complex: Defends hair from environmental elements, oxidative stress, photoaging, and the deterioration of natural keratin.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, and cruelty-free. What Else You Need to Know: Play with color—this conditioner extends the life of your shade while soothing dry, damaged, color-treated hair. The protein-rich, high-tech formula has jojoba oil, glycerin, and an enhanced environmental protection system to keep color-sapping UV rays at bay for radiant-looking hair.All Oribe products are dermatologist tested and formulated with safe, high-quality, innovative ingredients. They are also PETA approved, UV protective, and color- and keratin-treatment safe.Fragrance Description: Created in collaboration with one of the oldest French Fragrance houses, Oribe’s signature scent, Côte d’Azur, features sun-drenched notes of Calabrian bergamot, white butterfly jasmine, and sandalwood—embodying the glamour and heat of the legendary destination."
Pure Serenity Clarifying Shampoo for Oily Scalp and Hair,Shampoo,shu uemura,"What it is: A balancing, clarifying shampoo for all oily scalp and hair types that deeply cleanses to remove product buildup and reduce excess oil.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Oiliness- Shine- UV Protection Key Benefits: - Deeply cleanses to remove dirt, oil, and product buildup without stripping.- Balances and removes excess oil from scalp and hair.- Formulated with antioxidants and essential nutrients for softer hair with shine.Highlighted Ingredients:- Japanese Onsen-Inspired Ferments: Inspired by Onsen, natural Japanese hot springs, these ferments are rich in essential minerals, contain heat-activated antioxidants, and provide protection against UV rays.- Yuzu Citrus: Rich in nutrients, antioxidants, and high levels of multivitamins to deeply cleanse and clear away excess levels of oil.Ingredient Callouts: Free of parabens.What Else You Need to Know: Deeply cleanse your scalp and hair with this clarifying shampoo that washes away impurities without stripping hair of moisture. Its balancing formula is blended with Yuzu Citrus and biotech ferments inspired by Onsen, natural japanese hot springs known for their stress-relieving benefits. Use daily for a sensorial shampoo experience that restores essential multivitamins, or as a first-step in your weekly double cleansing routine. The ultimate oil-reducing shampoo recommended by professional hair artists to clear away excess levels of oil that weigh hair down.Fragrance Description: This shampoo has a sheer musk at the base of the fragrance is enhanced by citrus top notes of yuzu and mandarin for a crisp, clean scent."
Nourishing Shampoo,Shampoo,Davines,"What it is: A sulfate-free shampoo that creates a rich lather, gently cleanses, and rehydrates the scalp while nourishing dry, brittle, and damaged hair.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Damage, Split Ends, and Breakage- Dryness- Flaky, Dry ScalpKey Benefits: - Nourishes the scalp and hair- Is perfect for dehydrated scalps and damaged, dry, brittle hair.- Revitalizes, nourishes, and delivers antioxidant benefits with natural, active ingredientsHighlighted Ingredients:- Grape-Derived Phytoceuticals: Are rich in polyphenols and antioxidants.Ingredient Callouts: Free of parabens and sulfates SLS & SLES. It is also vegan.What Else You Need to Know: With a rich lather, this sulfate-free shampoo nourishes parched scalps and dry, brittle, damaged hair with a powerful vegetal keratin, promoting 360° protection and boosting repair."
Shampoo for Magnificent Volume,Shampoo,Oribe,"What it is: A paraben-free, volumizing shampoo for fine to medium hair that visibly plumps strands and builds body for a thicker, fuller look. Hair Type: Fine and MediumHair Texture: Coily, Curly, Straight, and Wavy Hair Concerns:- Dryness - Volumizing - Color Safe Key Benefits: - Weightlessly volumizes - Visibly plumps the hair shaft- Fortifies and strengthens hairHighlighted Ingredients:- High-Tech Polymer Blend: Plumps the look of each strand, adding fullness and body.- Lupine Protein and Saw Palmetto Extract: Visibly balance the scalp and energize the hair follicle.- Oribe Signature Complex: Defends hair from environmental elements, oxidative stress, photoaging, and the deterioration of natural keratin.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, and cruelty-free.What Else You Need to Know: Get a generous dose of style with this body-building shampoo that uses advanced polymers to visibly plump each strand for beautiful volume while delivering antioxidant protection with botanical extracts. Ideal for fine to medium hair, the weightless formula restores visible balance to the scalp and energizes the follicle, leaving hair looking full and lush.All Oribe products are dermatologist tested and formulated with safe, high-quality, innovative ingredients. They are also PETA approved, UV protective, and color- and keratin-treatment safe.Fragrance Description: Created in collaboration with one of the oldest French Fragrance houses, Oribe’s signature scent, Côte d’Azur, features sun-drenched notes of Calabrian bergamot, white butterfly jasmine, and sandalwood—embodying the glamour and heat of the legendary destination."
Mini Nanoworks Gold Conditioner,Conditioner,Pureology,"What it is: A creamy, restorative conditioner that strengthens dull, coarse, brittle, or very dry, color-treated hair and renews shine. Hair Type: Fine, Medium, and ThickHair Texture: Coily, Curly, Straight, and Wavy Hair Concerns:- Damage, Split Ends, and Breakage- Shine- Color SafeKey Benefits: - Strengthens hair- Renews softness, manageability, and shine- Provides extraordinary color protectionFormulation: LiquidHighlighted Ingredients:- Keravis: Strengthens hair. - Golden Marula Oil: Supports scalp health and keeps hair soft, supple, and moisturized. Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This conditioner includes a signature aromatherapy blend of dewy pear, ylang ylang, and golden amber and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine."
Mini No.5 Fine Bond Maintenance™ Volumizing and Strengthening Hair Conditioner,Conditioner,Olaplex,"What it is: A weightless, highly concentrated fine-hair conditioner to hydrate and build lasting volume. Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: FineHair Concerns:- VolumizingKey Benefits: - Weightlessly hydrates and nourishes- Detangles and smooths fine hair- Helps build lasting volume, body, and bounceHighlighted Ingredients:- Flexible Polymers: Provide volume and lift at the root.- Low Molecular Weight Hyaluronic Acid: Promotes soft, hydrated hair.- Hydra-Balancing Matrix: Leaves fine hair weightlessly clean and hydrated without over-conditioning.Ingredient Callouts: Free of parabens, formaldehydes, phthalates, mineral oil, oxybenzone, retinyl palmitate, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan and cruelty-free.What Else You Need to Know: This conditioner perfectly hydrates, nourishes, and detangles fine hair, leaving it smooth and strong without weighing it down, so volume lasts all day. It is clinically shown to strengthen and prevent and care for damage from daily hair stressors and styling.Clinical Results: When used with No.4FINE Bond Maintenance® Shampoo: - 2X volume- 2X strength - Doubles hair volume instantly and all day - 60% reduction in breakage"
Reset Cooling Gel Conditioner,Conditioner,amika,"What it is: A menthol-infused cooling conditioner that delivers lightweight hydration and restores moisture balance.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Oily Scalp- Flaky and Dry Scalp- Scalp Build UpKey Benefits: - Delivers lightweight hydration- Restores moisture balance- Enriched with refreshing mentholHighlighted Ingredients:- Pink Clay and Charcoal: Absorbs dirt, odors, and oil. - Indian Cress Stem Extract: Enriches hair with antioxidants for a healthier scalp.- Sea Buckthorn: Superfruit loaded with vitamin C, vitamin A, and fatty acid omega-7.Ingredient Callouts: This product is vegan, gluten-free, and cruelty-free.What Else You Need to Know: Hit reset with this cooling conditioner. Enriched with refreshing menthol and Infused with pink clay and charcoal, Indian cress stem extract, and sea buckthorn, this conditioner delivers lightweight hydration and restores moisture balance.Clean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency."
Lightweight Conditioner,Conditioner,PATTERN by Tracee Ellis Ross,"What it is: A conditioner that is lightweight, ideal for fine or thin curly hair, and provides weightless moisture, detangles, and doubles as a co-wash.Hair Type: Fine, Medium, and ThickHair Texture: Wavy, Curly, and CoilyHair Concerns:- Curl-Enhancing- Dryness- Color SafeKey Benefits: - Softens and strengthens - Serves as a great co-wash or daily conditioner that won't weigh down curls- Fortifies while providing slippage for detangling  Highlighted Ingredients:- Coconut Oil - Irish Moss  - BiotinIngredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also cruelty-free and comes in recyclable packaging.What Else You Need to Know: This silicone-free Lightweight Conditioner is ideal for naturals with fine or thin hair. Great as a co-wash or for daily conditioning, it delivers weightless moisture to give hair a fresh start. The creamy formula softens and strengthens the hair, detangling while locking in hydration."
Color Lustre Conditioner for Color Treated Hair,Conditioner,shu uemura,"What it is: A lightweight conditioner that prevents color fading and provides nourishment—for fine to medium hair types.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine and MediumHair Concerns:- Color Fading- Dryness- ShineKey Benefits: - Protects hair color for up to six weeks*- Leaves hair smooth with a vibrant, polished shine- Provides light nourishmentHighlighted Ingredients:- Sake Kasu: Contains protein, amino acids, enzymes, and vitamins.- Niacinamide: Is antioxidant rich and has hydrating properties.Ingredient Callouts: Free of parabens and sulfates SLS & SLES.What Else You Need to Know: Enhance your color care ritual with the next generation of color lustre for long-lasting vibrancy, shine, hydration and hair color protection for up to 6 weeks*. In it's Tokyo-based laboratories, shu uemera combines the powerful antioxidant and protective properties of sake kasu with the cutting edge science of niacinamide for long-lasting color and hydration to maximize hair color vibrancy between salon visits.Fragrance Description: Notes of grapefruit and mandarin unfold atop a heart of fresh green notes and bright floral nuances resting on a base of soft wood with a creamy vanilla touch.Clinical Results: In a controlled study, when washing hair 2X per week using the complete Color Lustre system* (sold separately):- Radiant hair color lasted for up to 6 weeks*- It reduced fading for long-lasting color*In a controlled study, when compared to unwashed hair**:- It enhanced vibrancy and shine**- It locked in moisture and hydrationIn a controlled study, when compared to non-conditioning shampoo***:- Hair breakage was reduced by 98%***"
Curl Quenching Conditoning Hair Wash,Conditioner,Curlsmith,"What it is: A two-in-one shampoo and conditioner that gently cleanses hair—without stripping away its natural oils.Hair Type: Fine, Medium, and ThickHair Texture: Wavy, Curly, and CoilyHair Concerns:- Curl-Enhancing - Flaky/Dry Scalp - Scalp Build UpKey Benefits: - Gentle on ScalpHighlighted Ingredients:- Avocado: Nourishes.- Shea Butter: Locks in moisture.- Aloe: Provides antioxidant benefits. Ingredient Callouts: Free of parabens, mineral oil, and sulfates SLS & SLES. It is also vegan, gluten-free, and cruelty-free.What Else You Need to Know: Perfect for frequent washes and safe for color-treated hair, this co-wash has a conditioning base and low levels of cleansers, making it gentle and moisturizing for all hair types. With a creamy, nourishing lather, it smooths and detangles unruly hair."
Mini Supershine Hydrating Conditioner,Conditioner,Oribe,"What it is: This lightweight conditioner imparts strands with multidimensional shine and intensely hydrates for hair that is soft, smooth, and brilliant.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Dryness- Shine- Straightening and SmoothingKey Benefits: - Amplifies shine for radiant, glossy locks- Locks in hydration without weighing hair down- Softens, smoothes, and silkens strands while improving combabilityHighlighted Ingredients:- Cranberry Complex (Cranberry Extract and Upcycled Cranberry Oil): Hydrates and nourishes dry hair while smoothing the cuticle for glossy locks that radiate shine and brilliance.- Shea Butter: Intensely conditions and instantly detangles while softening and smoothing hair.- Tropical Candleberry and Marula Oil: Lock in hydration to effectively nourish and protect the cuticle from moisture loss.What Else You Need to Know: This illuminating conditioner is formulated with a Nourishing Rice Complex that enriches hair with bio-functional amino acids, peptides, polysaccharides, and phytic acids to protect it from UV and environmental stressors while restoring smoothness and shine. The Pro-Vitamin B5 softens and moisturizes hair while building body, increasing shine, and improving combability."
Farewell Frizz™ Smoothing Shampoo,Shampoo,Briogeo,"What it is: A frizz-fighting, sulfate-free shampoo infused with Briogeo‘s signature blend of rosehip, argan, and coconut oils to smooth hair and add shine.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns: - Dryness- FrizzKey Benefits: - Cleanses hair- Minimizes frizz- Clean and naturally derived, formulated 6-Free™Formulation: LiquidHighlighted Ingredients:- Rosehip Oil: Protects hair from free-radical damage and provides essential fatty acids to help deter frizz and balance hair hydration. - Argan Oil: Provides vitamin E and essential fatty acids to thoroughly condition and address dryness, damage, and frizz. - Coconut Oil: Seals in moisture and protects against breakage, environmental impurities, and excess heat.Ingredient Callouts: This product is vegan and cruelty-free.What Else You Need to Know: This smoothing shampoo cleanses hair of excess oil and impurities while locking in hydration and locking out humidity that causes frizz. Rosehip, argan, and coconut oils work together to nourish, smooth, and seal uplifted hair cuticles, minimizing frizz and restoring luster and shine. Farewell Frizz Smoothing Shampoo is formulated with 91 percent naturally derived ingredients.Research Results: - Scientifically proven frizz protection- A collection scientifically proven to fight frizz- Scientifically proven frizz protection for up to 48 hours**In a third party study using human hair tressesClean & Planet AwareOur ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency."
"Bond Repair Custom Shampoo for Coily, Damaged Hair",Shampoo,Function of Beauty PRO,"What it is: This customizable shampoo is formulated to support curl definition and reduce frizz for damaged, coily hair. Enhance your shampoo even further with Moisture Shot, Curl Executive and the Dry Scalp Treatment Hair Goal Concentrates. Our PRO line is our most concentrated collection to date and specifically targets damaged hair. This Adaptive Bonding Complex repairs mechanical, chemical, and heat damage, thus promoting stronger, more resilient hair over time.Hair Texture: CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Color Safe- Damage, Split Ends, and Breakage- DrynessKey Benefits: - Gently cleanses without stripping- Re-links broken bonds, strengthens hair- Promotes softness, manageabilityHighlighted Ingredients:- Adaptive f3 Bonding Complex (TM/MC): Technology that directly targets damage on each hair strand to rebuild bonds and reduce breakage.- Aspartic Acid from Sodium Polyaspartate: Supports the hair fiber by creating a shield-like structure around the fiber.Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, sulfate-free and comes in recyclable packaging.What Else You Need to Know: Function of Beauty’s most concentrated formula to date, this custom haircare is powered by a patented Adaptive f3 Bonding Complex that self-adjusts and targets your unique damage and re-builds bonds for stronger, more resilient hair. To customize your formula and address your hair concerns even further, add up to three Hair Goal Concentrates per product.Fragrance Description: A bouquet of fresh spring flowers, with notes of pink peony, wild freesia, and creamy sandalwood. Dermatologist tested and suitable for all skin types. Fragrance is microbiome-friendly and gentle on scalp.Clinical Results: 2x smoother hair with 2x less breakage, for stronger, more resilient hair after just five washes."
"High Shine, Glossy Shampoo for Dry, Dull Hair",Shampoo,Verb,"What it is: A glossy shampoo, now with an improved formula, that adds extra moisture and intense glossy shine to dry, dull, damaged hair.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: ThickHair Concerns:- Damage, Split Ends, and Breakage- Dryness- ShineKey Benefits: - Provides extra moisture while cleansing hair- High shine- Leaves hair feeling clean and hydratedHighlighted Ingredients:- Squalane: Smooths and softens strands while adding healthy shine.- Peach Oil: Coats hair for natural shine.- Rosehip Oil: Nourishes hair.Ingredient Callouts: Free of parabens, formaldehydes, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.What Else You Need to Know: Powered by peach oil, squalane, and a shine-enhancing blend, this shampoo now has slightly more foamability. It leaves hair extra hydrated with a glass-like shine.Fragrance Description: It has a grapefruit-oatmeal scent.Clinical Results: In a third-party lab study, using Glossy Extra Hydrating Conditioner and Shampoo as a system:- Shine increased by 126%- Frizz was reduced by up to 79%"
Mini OI Conditioner for Softness and Shine,Conditioner,Davines,"What it is: A softening conditioner that gives hair extraordinary body and shine while accelerating the drying process and protecting against heat damage.Hair Texture: Straight, Wavy, Curly, and CoilyHair Type: Fine, Medium, and ThickHair Concerns:- Dryness- Shine- UV ProtectionKey Benefits: - Hydrates and protects hair- Provides antioxidant protection against UV rays- Promotes extremely soft, full-bodied, luminous hairHighlighted Ingredients:- Roucou Oil: Protects and strengthens hair with beta-carotene and antioxidants.Ingredient Callouts: This product is vegan.What Else You Need to Know: This conditioner is infused with roucou oil, apricot butter, and a cellulose conditioning agent. Also known as ""annatto,"" roucou is a plant native to the Amazon. Its seeds yield an oil rich in carotenoids. These protective antioxidants work to reduce damage caused by external aggressors, keeping your hair looking and feeling its best."
Thick Hair Shampoo,Shampoo,OUAI,"What it is: For thick hair, this color-safe shampoo cleanses & deeply moisturizes while strengthening & fighting frizz. It also leaves hair smelling amazing. Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: ThickHair Concerns:- Frizz- Dryness- Damage, Split Ends, and BreakageKey Benefits: - Strengthens and adds shine- Hydrates and eliminates frizz- Repairs and detanglesFormulation: GelHighlighted Ingredients:- Marshmallow Root Extract: Softens, moisturizes, and detangles.- Shea Butter: Hydrates and locks in moisture.- Avocado Oil: Prevents breakage and strengthens.Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. This product is also cruelty-free, gluten-free, and comes in recyclable packaging.What Else You Need to Know: Get rich quick with a Thick Hair Shampoo that cleanses & deeply hydrates thick strands. It detangles & strengthens to prevent breakage while fighting frizz. Plus, it’s scented with Mercer Street, a luxe fragrance with notes of Italian lemon, jasmine, and white musk to leave hair smelling amazing."
Mini Hair Alchemy Strengthening Shampoo,Shampoo,Oribe,"What it is: A strengthening shampoo that prevents breakage and increases hair elasticity to restore weak, fragile, and brittle hair. Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns:- Dryness- Frizz- Damage, Split Ends, and BreakageKey Benefits: - Strengthens and reinforces fragile hair- Reduces hair fall caused by breakage- Improves elasticity and strengthHighlighted Ingredients:- Curative Blend (Chia Seed, Bio-Fermented Bamboo Leaf, and Plant-Based Protein): Penetrates the hair cortex to build strength from within while forming a protective scaffold around strands to reinforce cuticle strength and structure, as well as prevents breakage caused by brushing, styling, and external aggressors.- Multi-Action Hyaluronic Acid Complex: Hydrates from within to deliver a surge of moisture and increase elasticity.- Daisy and Honeysuckle Extracts: Help to strengthen hair from the root while fortifying brittle ends, improving overall hair health, and encouraging length.Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, cruelty-free, and comes in recyclable packaging.What Else You Need to Know: This nourishing cleanser strengthens weak, brittle, and breakage-prone hair. It is made with chia seed, bamboo, and plant-based protein, which form a protective shield around each hair fiber to help reinforce strands, lengthen locks, prevent breakage and hair fall by brushing and styling.Clinical Results: In a consumer-panel survey of 106 women, after just 1 week: - 87% felt their hair was more resilient  In a clinical test of Hair Alchemy Shampoo, Conditioner and Fortifying Treatment when used as a system vs. non-conditioning shampoo after 5 uses: - Hair is 2.9x more elastic - Hair is 133% strongerThis product is an Allure Best of Beauty award winner."
