brand,category,description,name
The Nue Co.,Shampoo,"<b>What it is: </b>A gently foaming, low-pH shampoo that supports hair growth and density and leaves scalp feeling instantly light and clean.<br><br><b>Hair Type:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Shine<br>- Straightening and Smoothing <br>- Damage, Split Ends, and Breakage <br><br><b>Key Benefits: <br></b>- Reduces breakage, friction, and damage<br><br><b>Highlighted Ingredients:<br></b>- Red Algae<br>- Apple Cider Vinegar<br>- Vitamin B5<br><br><b>Ingredient Callouts:</b> This product is vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This shampoo protects the balance of the scalp microbiome and scalp barrier with a pH-balanced formula. The ingredients penetrate the hair cortex to nourish, strengthen, and restore hair. <br><br><b>Clinical Results:</b> In a 60-day consumer trial: <br>-95% of people reported their hair felt thicker and healthier immediately after use<br>-86% of people said their hair felt stronger and healthier after 30 days of use <br>-90% of people reported less hair breakage after 30 days of use <br>-87% of people reported improved hair growth after 60 days of use<br> <br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Supa Thick Sulfate Free & low pH Shampoo for Hair Growth
Fable & Mane,Shampoo,"<b>What it is: </b>A luxurious lathering scrub that stimulates hair follicles, deeply penetrates to remove product buildup with pink Himalayan salt, and is enriched with wild ginger to purify the scalp skin.<br><br><b>Hair Type:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Oiliness<br>- Color Safe<br>- Flaky/Dry Scalp<br><br><b>Key Benefits: <br></b>- Purifying treatment for flaky, oily scalps<br>- Deeply cleanses follicles, removing product buildup<br>- Whipped texture for a gentle lather<br><br><b>Highlighted Ingredients:<br></b>- Ginger: An ayurvedic root with antiseptic properties to address flakiness.<br>- Neem Leaf: An ayurvedic leaf with antifungal properties to support scalp health.<br>- Amla: A potent ayurvedic fruit rich in vitamin C to soothe itchy scalps.<br><br><b>Ingredient Callouts:</b> This product is vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This ayurvedic remedy soothes oily, flaky, and itchy scalps. The gentle exfoliating treatment purifies and targets flakiness with healing neem, known for its antifungal properties, and includes stimulating, antioxidant-rich wild ginger. Use instead of your shampoo once a week to remove product buildup and refresh the scalp.<br><br><b>Fragrance Description: </b>Bright ginger and bergamot unfold into a floral jasmine and neroli bouquet on a fully focused base of sandalwood and vanilla. Gentle and uplifting.<br><br><strong>Clean at Sephora</strong><br>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.",SahaScalp Wild Ginger Purifying Scrub
Bumble and bumble,Conditioner,"<b>What it is: </b>A luxe, creamy, everyday conditioner for all hair types that moisturizes, detangles, softens, and adds shine to hair.<br><br><b>Hair Texture:</b> Straight, Wavy, and Curly<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Hydrates<br>- Adds shine<br>- Vegan <br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, phthalates, and mineral oil. It is also vegan.<br><br><b>What Else You Need to Know:</b> This luxe conditioner detangles, softens, and restores luster and bounce to all hair types. The conditioning formula hydrates hair while adding shine for a silky-smooth look.<br><br><b>Fragrance Description:</b> The scent combines top notes of green leaves, bergamot, and lemon with middle notes of jasmine and muguet grounded in a base of musk and sandalwood.<b><br></b>",Super Rich Conditioner
Pureology,Conditioner,"<b>What it is: </b>A creamy purple conditioner that tones and fortifies brassy, damaged, and lightened hair. <br><br><b>Hair Type:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Color Safe<br>- Damage, Split Ends, and Breakage<br>- Brassiness<br><br><b>Key Benefits: <br></b>- Tones and neutralizes brassiness<br>- Strengthens and fortifies lightened hair<br>- Provides extraordinary color protection<br><br><b>Formulation:</b> Liquid<br><br><b>Highlighted Ingredients:<br></b>- Keravis: Prevents hair breakage. <br>- Astaxanthin: Helps heal and repair damaged hair. <br>- Purple Orchid: Provides violet toning properties. <br><br><b>Ingredient Callouts:</b> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This formula includes a signature aromatherapy blend of pear, rose, and sandalwood and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine.",Mini Strength Cure Blonde Purple Conditioner
PATTERN by Tracee Ellis Ross,Conditioner,"<b>What it is: </b>An extra-rich and nourishing heavy conditioner, perfect for coily and tight textures, that provides serious hydration and great curl clumping.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Curl-Enhancing<br>- Dryness<br>- Color Safe<br><br><b>Key Benefits: <br></b>- Rich, thick formula provides extra moisture<br>- Great for coily textures and high-porosity hair<br>- Excellent as a deep conditioning treatment<br><br><b>Highlighted Ingredients:<br></b>- Safflower Seed Oil<br>- Jojoba Oil<br>- Shea Butter<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also cruelty-free and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> The extra-rich and nourishing Heavy Conditioner is perfect for coily and tight textures. Its creamy, buttery formula offers serious hydration and the signature ""Pattern Slip"" for easy detangling and great curl clumping. <br><br><b>Fragrance Description:</b> Founder Tracee Ellis Ross picked this to be clean and not overpowering. Notes are a sweet floral essence of neroli, rose, and patchouli.",Heavy Conditioner
IGK,Shampoo,"<b>What it is: </b>A purple-toning, blonde-enhancing shampoo that quickly neutralizes brass while the moisture-rich formula boosts vibrancy, softness, and shine.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Brassiness<br>- Color Safe<br>- Color Fading<br><br><b>Key Benefits: <br></b>- Tones Blonde Hair<br>- Softens, Strengthens, Hydrates, and Adds Shine<br>- Squalane Helps Restore Moisture, Brilliance, and Shine<br><br><b>Highlighted Ingredients:<br></b>- Purple Rice: Helps soften and strengthen hair.<br>- Squalane: Ultra-emollient conditioning agent that replenishes moisture balance.<br><br><b>Ingredient Callouts:</b> Free of parabens, mineral oil, and sulfates SLS & SLES. It is also vegan, gluten-free, and cruelty-free.<br><br><b>What Else You Need to Know:</b> Quickly neutralize brass, soften strands, moisturize, and add shine with this blonde-enhancing shampoo. Treat blonde and highlighted hair to the ultimate balance between color-toning pigments and essential moisture for seven times reduced brassiness and a brighter, more vibrant look*. (*When used as a system of Blonde POP Shampoo, Blonde POP Conditioner, and L.A. Blonde Treatment Spray.)<br>",Blonde POP Purple Toning Shampoo
Davines,Conditioner,"<b>What it is: </b>A lightweight, moisturizing conditioner that intensely hydrates and detangles dry/dehydrated hair—for a soft, silky feel.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine and Medium<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Frizz<br>- Shine<br><br><b>Key Benefits: <br></b>- Moisturizes dry/dehydrated hair<br>- Is created with 100 percent clean energy and comes in recyclable packaging<br><br><b>Highlighted Ingredients:<br></b>- Paceco Cartucciaru Yellow Melon Extract: Provides lasting hydration with an abundance of water, vitamins, and mineral salts.<br><br><b>Ingredient Callouts:</b> Free of parabens and sulfates SLS & SLES. It also comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Enhance your hair's hydration and shine with this moisturizing yet lightweight conditioner. Cartucciaru melon extract delivers vital minerals and vitamins (including vitamins A and C) to nourish dehydrated hair.",MOMO Hydrating Conditioner for Dry Hair
Ceremonia,Shampoo,"<b>What it is: </b>A silicone-free shampoo powered by yucca extract for a gentle, sulfate-free cleanse—perfect for hair craving extra moisture.<br><br><b>Hair Type:</b> Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Dryness <br>- Frizz <br>- Shine<br><br><b>Key Benefits: <br></b>- Moisturizes and Hydrates<br>- Strengthens Strands<br>- Reduces Frizz<br><br><b>Highlighted Ingredients:<br></b>- Yucca Extract: Naturally cleanses and foams without sulfates.<br>- Witch Hazel: Prevents scalp from getting greasy on non-wash days.<br>- Cupuaçu Butter: Nourishes the scalp and boosts hair’s shine.<br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Powered by yucca extract and witch hazel, this ultra-hydrating, moisturizing, 100 percent sulfate-free shampoo boosts shine while strengthening strands and reducing frizz. The unique cocktail of natural ingredients delivers an effective cleanse that won’t strip your scalp of natural oils.<br><br><b>Fragrance Description: </b>Ceremonia’s signature essence blooms with soft, woody notes and a delicate hint of lemon zest. South American tonka beans add a nostalgic sense of familiarity and uniqueness alongside subtle whispers of violet, black tea, vetiver, and brown sugar.<b><br></b><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Yucca & Witch Hazel Deep Hydrating Shampoo
Rossano Ferretti Parma,Shampoo,"<b>What it is: </b>An intensely nourishing and hydrating shampoo for all dry hair types that repairs and stimulates for soft, silky, and shiny hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Coily, Curly, Straight, and Wavy<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Frizz<br>- Damage, Split Ends, and Breakage<br><br><b>Key Benefits: <br></b>- Hydrates and Intensely Nourishes<br>- Stimulates Hair Repair and Resilience<br>- Adds Softness and Shine<br><br><b>Highlighted Ingredients:<br></b>- Aloe Vera: Moisturizes, soothes, and calms the hair with anti-frizz properties.<br>- Ginseng: Supports weak strands and restores scalp balance.<br>- Guarana: Contains antioxidants that help stimulate circulation in the scalp.<br><br><b>Ingredient Callouts:</b> This product is vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This luxury, travel-size shampoo is formulated with over 94 percent natural ingredients. It contains hyaluronic acid, which quickly gets moisture into the hair shaft to create a softer texture and helps dry hair feel silkier and smoother.<br><br><b>Fragrance Description:</b> Fruity notes of peach and mandarin combine with vanilla and caramel for memories of sweet treats.<b><br></b><br>",Mini Dolce Nourishing Shampoo
Verb,Shampoo,"<b>What it is: </b>A shampoo that enhances cool tones and neutralizes brassy hues in blonde, highlighted, gray, and silver hair.<br><br><b>Hair Texture:</b> Straight, Wavy, and Curly<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Brassiness<br><br><b>Key Benefits: <br></b>- Cleanses and brightens blonde hair<br>- Enhances cool tones<br>- Neutralizes brassy hues<br><br><b>Highlighted Ingredients:<br></b>- Pro-Grade Violet Pigment: Cancels out yellow and brassy tones.<br>- Acai Extract: Is high in hair-nourishing antioxidants.<br><br><b>Ingredient Callouts:</b> Free of parabens and sulfates SLS & SLES. It is also vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> Apply this toning shampoo evenly throughout hair, from roots to ends. This will ensure consistent coverage and even results.<br><br><b>Fragrance Description: </b>This product has a grapefruit-oatmeal scent.",Brightening Purple Shampoo for Blonde Hair
Kérastase,Conditioner,"<b>What it is: </b>A daily hydrating conditioner infused with a precious oil blend to nourish, smooth, and enhance shine in fine to normal hair types.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Frizz<br>- Shine<br><br><b>Key Benefits: <br></b>- Instantly softens and smooths<br>- Provides long-lasting shine<br>- Deeply nourishes for optimal hair health<br><br><b>Highlighted Ingredients:<br></b>- Marula Oil: Adds softness, suppleness, and moisture.<br>- Camellia Oil: Quickly absorbs for hydration and shine.<br>- Argan Oil: Increases elasticity, hydration, softness, and shine.<br><br><b>What Else You Need to Know:</b> This hydrating conditioner loved by stylists nourishes hair for optimal smoothness and boosted hydration. Infused with marula, camellia, and argan oils, this precious oil blend works together to add hydration, softness, strength, and enhanced long-lasting shine.<br>",Elixir Ultime Hydrating Conditioner
Pureology,Shampoo,"<b>What it is: </b>A rich, sulfate-free shampoo that renews softness, manageability, and shine to dull, brittle, or very dry, color-treated hair. <br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Coily, Curly, Straight, and Wavy <br><br><b>Hair Concerns:<br></b>- Damage, Split Ends, and Breakage<br>- Shine<br>- Color Safe<br><br><b>Key Benefits: <br></b>- Strengthens hair<br>- Renews softness, manageability, and shine<br>- Provides extraordinary color protection<br>- Highly concentrated formula allows for 75+ shampoos in a single bottle<br><br><b>Formulation:</b> Liquid<br><br><b>Highlighted Ingredients:<br></b>- Keravis: Strengthens hair. <br>- Golden Marula Oil: Supports scalp health and keeps hair soft, supple, and moisturized. <br><br><b>Ingredient Callouts:</b> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This shampoo includes a signature aromatherapy blend of dewy pear, ylang ylang, and golden amber and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine.",Mini Nanoworks Gold Shampoo
superzero,Shampoo,"<b>What it is: </b>A color-safe, sulfate-free, purple-toning shampoo that neutralizes brassiness, boosts shine and hydration, builds bonds, and strengthens hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Color Safe<br>- Damage/Split Ends/Breakage<br>- Brassiness<br><br><b>Key Benefits: <br></b>- Tones down brassiness and yellow tones<br>- Repairs bonds and strengthens hair from the inside<br>- Boosts gloss and shine and tames flyaways<br><br><b>Highlighted Ingredients:<br></b>- Ultraviolet Pigments: Neutralize yellow and brassy tones for more brightness and shine.<br>- Vegan Keratin and Plant-Derived Hemisqualane: Shown to boost shine and color, reduce frizz, and improve thermal protection.<br>- Bond Builder: Strengthens hair from the inside and reduces breakage.<br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> One bar is equal to two bottles of 8.4 oz liquid shampoo. This innovative, sulfate-free purple shampoo is powered by Superzero's 360 Triflex Complex and activates directly on your hair for a luxurious lather and maximum potency and care. Achieve your brightest, healthiest blonde or white while improving hair hydration, smoothness, bounce, gloss, and shine with vegan keratin, hemisqualane, triolein, a bond builder, and ultraviolet pigments. Treat your hair to exceptional daily care with clean, planet-friendly ingredients and zero plastics or microplastics.<br><br><b>Fragrance Description: </b>Fragrance-free/no synthetic fragrance<b><br></b><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>","Purple Shampoo Bar for Blonde, Highlighted & White Hair"
Kérastase,Shampoo,"<b>What it is: </b>A concentrated hair-smoothing, frizz-reducing shampoo that moisturizes and improves manageability for all voluminous hair types.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Frizz<br>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Gently cleanses to remove product buildup<br>- Intensely hydrates to smooth hair and reduce extreme frizz<br>- Easily detangles while preventing split ends<br><br><b>Highlighted Ingredients:<br></b>- Virgin Coconut Oil: Hydrates dry hair, prevents hair breakage and split ends, and leaves it durably nourished and supple.<br>- Shorea Butter: Provides hair with softness and resistance to hair breakage.<br>- Rosa Canina Fruit Oil: Highly concentrated in vitamin C that provide a protective barrier that keeps the hair from becoming dehydrated.<br><br><b>What Else You Need to Know:</b> This daily shampoo is a must-have for all voluminous hair types prone to extreme frizz or tangling. It is infused with virgin coconut oil and shorea butter to intensely moisturize, easily detangle, smooth, soften hair, and improve overall manageability for seamless styling. It is recommended by professional hair stylists worldwide for supple, nourished hair that resists breakage over time.",Discipline Oleo-Relax Anti-Frizz Shampoo
JVN,Conditioner,"<b>What it is: </b>A clean, volume-boosting conditioner with biotin that gently detangles and increases manageability without causing buildup or weighing hair down.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Thinning<br>- Volumizing<br>- Color Safe<br><br><b>Key Benefits: <br></b>- Gently detangles<br>- Adds bounce, body, and shine<br>- Hydrates without weighing hair down<br><br><b>Highlighted Ingredients:<br></b>- Squalane and Hemi-squalane: Superior to silicone, they improve hair health and strength immediately and over time.<br>- Biotin: Visibly thickens hair.<br>- Bamboo Extract: An ingredient rich in natural silica that adds volume and shine.<br><br><b>Ingredient Callouts:</b> This product is vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Powered by patented sugarcane-derived hemi-squalane, biotin, and vitamin B7, this conditioner detangles, smooths, and visibly thickens, leaving hair weightless, bouncy, and full of body. The 98 percent-plastic-free packaging consists of an infinitely recyclable aluminum base and PCR pump.<br><br><b>Fragrance Description: </b>Lush jasmine, sparkling cassis, and radiant bergamot accent rich notes of sandalwood and amber.<br><br><b>Clinical Results:</b> In a controlled study (versus a non-conditioning shampoo), after 1 use:<br>- Hair density visibly improved by 9%<br><br>In a 21-day consumer study of 40 subjects:<br>- 93% saw less hair fall<br>- 93% agreed hair felt thicker<br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Embody Daily Volumizing Conditioner
Mizani,Shampoo,"<p><strong>What it is: </strong>A moisturizing shampoo that quenches thirsty strands for soft hair that is easier to detangle.</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Texture:</strong>Coily, Curly, Straight, and Wavy</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Curl-Enhancing</p><p>- Dryness</p><p>- Frizz</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Gently cleanses</p><p>- Quenches dry coils and curls</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Cupuaçu Butter: Locks and seals in moisture.</p><p>- Argan Oil: Restores shine and hydration to hair</p><p>- Honey: Helps prevent damage and promote scalp health. </p><p><br></p><p><strong>Fragrance Description:</strong></p><p>- Top Notes: Jack Black, Currant, Watercress, Apricot Nectar</p><p>- Middle Notes: Pink Peony, Cyclamen, Jasmine Tea</p><p>- Bottom Notes: Sandalwood, Amber, Blonde woods</p><p><br></p><p><strong>What Else You Need to Know:</strong> This moisturizing shampoo gently cleanses and conditions to leave hair feeling clean, smooth, and easier to detangle post-wash.</p>",Moisture Fusion Moisture Rich Shampoo
Viori,Conditioner,"<p><strong>What it is: </strong>All-natural professional-grade conditioner bars made with Longsheng Rice Water and formulated to repair, moisturize, strengthen, & increase natural shine. Each scent is suitable for different hair types; pick based on hair concern<span style=""font-size:11pt;color:#000000;background-color:transparent;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"" >. </span></p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Key Benefits: <br></strong></p><p dir=""ltr"">- Hua Bliss (All Hair Types): Moisturizes, Strengthens & Rejuvenates Hair + Scalp</p><p>- Hidden Waterfall (All Hair Types): Increases Density, Strengthens & Rejuvenates Hair + Scalp</p><p>- Citrus Yao (Oily to Normal Hair Types): Gently Cleanses Hair & Scalp for Oil Control </p><p>- Terrace Garden (Dry to Normal Hair Types): Moisturizes, Strengthens & Rejuvenates Hair + Scalp</p><p dir=""ltr"">- Native Essence (Sensitive & Dry Hair Types): Moisturizes, Strengthens & Rejuvenates Hair + Scalp</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong></p><p dir=""ltr"">- Longsheng Rice Water: Nourishes and repairs</p><p>- Cocoa Butter: Conditions, softens, and moisturizes</p><p dir=""ltr"">- Hydrolyzed Rice Protein: Increases volume, shine, and strength</p><p><br></p><p><strong>What Else You Need to Know:</strong> Viori's mission is to create safe, natural, highly effective products that honor the values and traditions of the Red Yao women. All Viori products are 100% vegan, plastic-free, pH balanced, and cruelty-free, as well as sustainably and ethically sourced, and made without sulfates, parabens, or phthalates. For over 2,000 years, the Red Yao tribe in the rice-terraced mountains of Longsheng have been famous for their near-perfect hair. The tribe women have passed down their unique, natural method of maintaining long, strong, healthy hair with nutrient-rich Longsheng Rice™ water.</p><p><br></p><p><strong>Fragrance Description:</strong></p><p dir=""ltr"">- Hua Bliss (All Hair Types): This garden-inspired scent features notes of lavender, cotton flower, and plumeria petals blended with hints of green apple, bergamot, and sheer coconut.</p><p dir=""ltr"">- Hidden Waterfall (All Hair Types): A musky, sweet, vanilla-scent reminiscent of the amber aroma found along the forested paths to the hidden Longsheng waterfalls.</p><p dir=""ltr"">- Citrus Yao (Oily to Normal Hair Types): A fresh burst of citrus scents, straight from the baskets of the Red Yao fruit stands.</p><p dir=""ltr"">- Terrace Garden (Dry to Normal Hair Types): Natural, green, floral-scent reminiscent of wandering the bamboo trails of the Longsheng mountains.</p><p dir=""ltr"">- Native Essence (Sensitive and Dry Hair Types) : No added fragrance, this bar has a light earthy, rice-bran, tea leaves scent derived from the natural ingredients added directly to this bar</p><p dir=""ltr""><br></p><p><strong>Clinical Results: </strong>In an independent consumer testing panel, participants found the following benefits after using Longsheng Rice Water for 2 weeks: </p><p>- Increases moisture levels by 70.56%</p><p>- 25.48% reduction in erythema* on scalp compared to control *erythema = reddening of the skin</p><p>- 100% of participants using the experimental product reported less flaking on the scalp for the duration of the study while 60% of participants using the control noticed more flaking</p><p dir=""ltr"">- Improves Anti-frizz by 22% compared to control</p><p><strong><br></strong></p><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Rice Water Infused Hair Conditioner Bar
Fable & Mane,Conditioner,"<p><strong>What it is: </strong>A nourishing conditioner with Coconut Oil and Amla that adds intense hydration, smoothes frizz and detangles hair for a soft and shiny mane. </p><p><br></p><p><strong>Hair Type:</strong> Medium and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Dryness</p><p>- Damage/Split Ends/Breakage</p><p>- Shine</p><p><br></p><p><strong>Key Benefits: <br></strong>- Hydrates</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Coconut Oil: The 'sacred fruit' that adds shine, smoothes and nourishes hair</p><p>- Tumeric: The 'Queen of the Spices' that helps to control hair fall</p><p>- Amla: An antioxidant-rich Indian berry that naturally conditions and adds shine</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> A hydrating and strengthening conditioner that deeply nourishes strands and reduces frizz for soft and tangle-free hair. Enriched with Coconut Oil, Amla and Turmeric to repair dry hair, prevent breakage and give a smooth and glossy finish.</p><p><br></p><p><strong>Fragrance Description:</strong> A delectable gourmand scent that takes you to paradise in India. Banana and coconut are blended with Indian jasmine sambac, comforting rice milk and vanilla for a warm, fruity and floral fragrance.</p><p><br></p><p><strong>Clinical Results:</strong> Based on 20 participants using the HoliRoots™ Hydrating Conditioner for 2 weeks:</p><p >- 94% said their hair was immediately detangled</p><p>- 94% said they love the warm, fruity and floral scent</p><p><br></p><p><strong>Clean at Sephora</strong></p><p>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p>","Hydrating Conditioner for Thick, Dry, Damaged Hair"
Briogeo,Conditioner,"<b>What it is: </b>A gentle, hypoallergenic, dermatologist-approved conditioner with nourishing and soothing ingredients—and without fragrance or essential oils. <br><br><b>Hair Type:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns: <br></b>- Dryness <br>- Shine<br>- Color Safe<br><br><b>Key Benefits: <br></b>- Gentle and free of essential oils<br>- Soothes the skin<br>- Calms, nourishes, and hydrates<br><br><b>Highlighted Ingredients:<br></b>- Aloe Vera: Contains vitamins and minerals known to provide antimicrobial and irritation-minimizing benefits. <br>- Oat Milk: Contains polysaccharides and is rich in omega-6 fatty acids and vitamin B. <br>- Green Tea Extract: Provides antioxidant, antimicrobial, and irritation-minimizing benefits. <br><b>Ingredient Callouts:</b> This product is vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Specifically formulated for individuals with sensitivities to fragrance, essential oils, lactose, soy, and gluten, this conditioner has a dermatologist-approved, vegan, cruelty-free, and 99 percent naturally derived formula. Its 100 percent post-consumer recycled bottle comes in 100 percent recyclable packaging.<p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>","Be Gentle, Be Kind Aloe + Oat Milk Ultra Soothing Fragrance-free Hypoallergenic Conditioner"
IGK,Shampoo,"<b>What it is: </b>A purple-toning, blonde-enhancing conditioner that quickly neutralizes brass while the moisture-rich formula boosts vibrancy, softness, and shine.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Brassiness<br>- Color Safe<br>- Color Fading<br><br><b>Key Benefits: <br></b>- Tones Blonde Hair<br>- Softens, Strengthens, Hydrates, and Adds Shine<br>- Squalane Helps Restore Moisture, Brilliance, and Shine<br><br><b>Highlighted Ingredients:<br></b>- Purple Rice: Helps soften and strengthen hair.<br>- Squalane: Ultra-emollient conditioning agent that replenishes moisture balance.<br><br><b>Ingredient Callouts:</b> Free of parabens, mineral oil, and sulfates SLS & SLES. It is also vegan, gluten-free, and cruelty-free.<br><br><b>What Else You Need to Know:</b> Quickly neutralize brass, soften strands, moisturize, and add shine with this blonde-enhancing conditioner. Treat blonde and highlighted hair to the ultimate balance between color-toning pigments and essential moisture for seven times reduced brassiness and a brighter, more vibrant look*. (*When used as a system of Blonde POP Shampoo, Blonde POP Conditioner, and L.A. Blonde Treatment Spray.)<br>",Blonde POP Purple Toning Conditioner
