brand,category,description,name
Curlsmith,Hair Masks,"<b>What it is: </b>An intense pre-shampoo treatment, rich in hair-bond-targeting proteins, that strengthens and repairs curls from the inside out.<br><br><b>Hair Type:</b> Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Curl-Enhancing<br>- Dryness <br>- Frizz<br><br><b>Key Benefits: <br></b>- Tames Frizz<br>- Defines Curls<br>- Targets Split Ends and Damaged Hair<br><br><b>Highlighted Ingredients:<br></b>- Chia Proteins: Address damage to hair’s keratin structure. <br>- Sweet Almond Oil: Seals nourishment into the hair shaft. <br><br><b>Ingredient Callouts:</b> Free of parabens, phthalates, mineral oil, and sulfates SLS & SLES. It is also vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> This formula’s powerful, superfood-rich blend targets all three types of hair bonds to restore hair-fiber strength. Fortifying proteins boost elasticity, and curls are left stronger, healthier, protected, and repaired.",Curlsmith Mini Bond Curl Rehab Hair Salve in 2 oz / 59 mL Image 2
Rossano Ferretti Parma,Hair Masks,"<b>What it is: </b>A mask, which is good for all dry hair types, that softens hair, leaving it silky smooth, shiny, and hydrated.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Coily, Curly, Straight, and Wavy<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Frizz<br>- Damage, Split Ends, and Breakage<br><br><b>Key Benefits: <br></b>- Ultra-Moisturizing with Anti-Frizz Properties<br>- Nourishes and Softens Dry Hair<br>- Adds Shine and Strength<br><br><b>Highlighted Ingredients:<br></b>- Green Tea: Contains natural antioxidants to calm and soften hair and scalp.<br>- Keratin: Improves elasticity and protects against cuticle damage.<br>- Shea Butter: Soothes, moisturizes, and supports healthy-looking, shiny hair.<br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This is a luxuriously rich hair mask that nourishes and intensely hydrates dry, frizzy hair. It adds softness and shine without weighing hair down. This mask is made with over 97 percent natural ingredients that help moisturize and support hair while leaving a subtle scent of vanilla and caramel.<br><br><b>Fragrance Description:</b> Fruity notes of peach and mandarin combine with vanilla and caramel for memories of sweet treats.<br>",Rossano Ferretti Parma Dolce Nourishing Hair Mask in 1.7 oz / 50 mL Image 2
Briogeo,,"<b>What it is: </b>A kit that includes the Deep Conditioning Mask and Super Moisture Shampoo and Conditioner to strengthen and repair damaged hair.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Damage, Split Ends, and Breakage<br>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Ultra-hydrating wash day duo gently cleanses and conditions to revive damaged strands<br>- Six-time<i> Allure</i> Hall of Fame-winning hair mask balances protein and moisture to strengthen and reduce breakage on dry, damaged hair in as little as 10 minutes<br>- Clean and naturally derived, formulated 6-free™, and made with a proprietary NOVA Complex® to fortify, nourish, and protect<br><br><b>Highlighted Ingredients:<br></b>- Plant Proteins: Replace missing keratin molecules in hair shaft to strengthen and repair.<br>- Algae Extract: Provides powerful antioxidant benefits that nourish and protect hair.<br>- Ceramides: Biomimetic lipids that strengthen and reinforce hair cuticle.<br><br><b>Ingredient Callouts:</b> These products are vegan, gluten-free, cruelty-free, and come in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Meet your ultimate hair repair reset, featuring the ultra-hydrating, sulfate-free Super Moisture Shampoo, supercharged silicone-free Super Moisture Conditioner, and the <i>Allure</i> Hall of Fame-winning Deep Conditioning Mask to deeply nourish hair and prevent future breakage. This repair routine infuses strands with a balance of protein and moisture to fortify, strengthen, and protect dry, damaged hair.<br>","Briogeo Don't Despair, Repair! Shampoo, Conditioner and Conditioning Mask Value Set Image 2"
Mizani,Hair Masks,"<p><strong>What it is: </strong>A deep-conditioning hair mask infused with argan oil and honey, that intensely moisturizes curls, coils and waves for a more defined, frizz-free, and bouncier finish. </p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Texture:</strong>Coily, Curly, Straight, and Wavy</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Dryness</p><p>- Frizz</p><p>- Curl-Enhancing</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Deeply conditions with intense moisture</p><p>- Leaves curls deeply hydrated and more defined</p><p>- Minimizes frizz and adds bounce</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Cupuaçu Butter: Locks and seals in moisture.</p><p>- Argan Oil: Restores shine and hydration to hair</p><p>- Honey: Helps prevent damage and promote scalp health.</p><p><br></p><p><strong>Fragrance Description:</strong></p><p>- Top Notes: Jack Black, Currant, Watercress, Apricot Nectar</p><p>- Middle Notes: Pink Peony, Cyclamen, Jasmine Tea</p><p>- Bottom Notes: Sandalwood, Amber, Blonde woods</p><p><br></p><p><strong>What Else You Need to Know:</strong> This mineral oil- and sulfate-free deep conditioning hair mask intensely hydrates 3B-4C curls and coils without weighing the hair down. Add the ease back into any self-care Sunday routine with its rich formula blended with argan oil and honey to quench dry curls while restoring bounce and minimizing frizz. Use weekly for deeply moisturized, more defined curls with radiant shine.</p>",Mizani Moisture Fusion Deep Conditioning Hair Mask in 16.9 oz/ 500 mL Image 2
Davines,Hair Masks,"<b>What it is: </b>A revitalizing, antioxidant-packed mask that naturally cleanses away environmental impurities like dust, pollution, and heavy metals.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Medium and Thick<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Oily Scalp<br>- Scalp Buildup<br><br><b>Key Benefits: <br></b>- Removes impurities from the scalp and hair<br>- Perfect for scalps and strands stressed by environmental factors<br>- Removes pollutants and provides antioxidants<br><br><b>Highlighted Ingredients:<br></b>- Matcha: Contains polyphenols that fight free radicals.<br>- Bamboo Charcoal: Absorbs impurities.<br><br><b>Ingredient Callouts:</b> This product is vegan.<br><br><b>What Else You Need to Know:</b> This detoxifying mask naturally nourishes and hydrates fragile strands and scalps, leaving hair with greater combability and volume. Bamboo charcoal absorbs impurities and irritants while antioxidant matcha reduces visible signs of aging and damage.",Davines The Purity Circle Hair Mask for Scalp Detox in 1.69 oz/ 50 ml Image 2
BREAD BEAUTY SUPPLY,Conditioner,"<p><strong>What it is: </strong>A silicone-free mask that cushions hair in cloud-like softness, with moisturizing superfruits like Australian Kakadu plum for shine and smoothness.</p><p><br></p><p><strong>Hair Type:</strong> Medium and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Concerns: <br></strong>- Dryness</p><p>- Frizz</p><p>- Shine</p><p><br></p><p><strong>Key Benefits: <br></strong>- Gives slip and softness to your strands</p><p>- Detangles and fights dryness</p><p>- Repaired, defined, and moisturized curls</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Australian Kakadu Plum (Bush Plum): Visibly supports collagen and elastin levels in your scalp and hair, keeping it soft and supple.</p><p>- Starflower Oil (Borage Oil): Strengthens the hair follicle so locks don‘t break and shed.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know:</strong> A velvety, lightweight but powerful conditioner and hair mask that cushions hair in cloud-like softness. While it‘s heavy on moisture—from superfruit extracts like kakadu plum and starflower oil—this light-to-the-touch cream will leave your curls hydrated and buttery smooth without weighing them down.</p><p><br></p><p><br></p><p><br></p><p><br></p><p>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.</p>",BREAD BEAUTY SUPPLY Hair Mask Creamy Deep Conditioner in 12 oz/ 354 mL Image 2
Kérastase,Hair Masks,"<strong>What it is: </strong>A highly concentrated, strengthening hair mask that intensely restores slightly damaged hair from root to tip to prevent future breakage.<br><br><strong>Hair Type:</strong> Fine, Medium and Thick<br><br><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily<br><br><strong>Hair Concerns:<br></strong>- Damage/Split Ends/Breakage<br>- Dryness<br>- Shine<br><br><strong>Key Benefits: <br></strong>- Strengthens and Restores Slightly Damaged Hair<br>- Intensely Hydrates with Essential Nutrition <br>- Easily Detangles and Smooths for Added Shine<br><br><strong>Highlighted Ingredients:<br></strong>- Pro-Keratine Complex: A blend of amino acids and proteins that help rebuild the hair structure.<br>- Ceramides: Aid in strengthening hair, enhancing shine and suppleness, and adding moisture. <br>- Resurrection Plant Sap: Smooths and hydrates even the most damaged hair. <br><br><strong>What Else You Need to Know:</strong> Restore heat-damaged or over-styled hair with this highly concentrated hair mask infused with proteins and amino acids. This ultra-strengthening, creamy formula intensely hydrates with essential nutrients and helps repair slightly damaged hair strands to prevent future breakage. Professional stylists worldwide recommend this hair mask for intense restorative care that leaves hair smooth and revitalized with a shiny finish.",Kérastase Resistance Strengthening Hair Mask for Damaged Hair from Heat Styling in 6.8 oz/ 200 mL Image 2
Function of Beauty PRO,Hair Masks,"<p><strong>What it is: </strong><span style=""background-color: var(--palette-white, #ffffff);"">A Hair Goal Concentrate specifically formulated for color treated hair, to help maintain color vibrancy between salon visits. Designed to be added to any Function of Beauty PRO product to customize and enhance your formula. </span></p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Color Fading</p><p>- Brassiness
</p><p>- Oily Scalp</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Keeps color vibrant</p><p>- Suitable for salon colored hair</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Sarcosine Amino Acid: Balances oily scalp.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Add this Hair Goal Concentrate to your Function of Beauty PRO Shampoo or Conditioner Mask to fully customize your formula. Add up to three Hair Goal Concentrates per product to address a range of haircare concerns. Due to the concentration of natural ingredients the formulas may appear colored.</p><p><br></p><p><strong>Fragrance Description:</strong> Fragrance-Free</p>",Function of Beauty PRO The Color Savior Vibrancy Hair Goal Concentrate Mix-In in 0.13 oz / 4 mL - The Color Vibrancy Concentrate Image 2
Kérastase,Hair Masks,"<b>What it is: </b>A nourishing hair mask enriched with a precious oil blend to deeply hydrate, strengthen, soften, and enhance shine.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Frizz<br>- Shine<br><br><b>Key Benefits: <br></b>- Deeply nourishes for optimal hair health<br>- Promotes long-lasting shine<br>- Enhances strength and softness<br><br><b>Highlighted Ingredients:<br></b>- Marula Oil: Adds softness, suppleness, and moisture.<br>- Camellia Oil: Quickly absorbs for hydration and shine.<br>- Argan Oil: Increases elasticity, hydration, softness, and shine.<br><br><b>What Else You Need to Know:</b> This deep conditioning hair mask, loved by professional hairstylists, nourishes for optimal hydration, strength, and smoothness. Infused with a precious oil blend of argan, marula, and camellia oils, hair is left soft and supple with increased shine.<br><br>",Kérastase Elixir Ultime Hydrating Hair Mask in 6.8 oz/ 200 mL Image 2
Davines,Hair Masks,"<b>What it is: </b>A taming, nourishing hair mask to bring softness and hydration for wavy to curly hair. <br><br><b>Hair Texture:</b> Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Curl-Enhancing<br>- Dryness<br>- Frizz<br><br><b>Key Benefits: <br></b>- Hydrates, nourishes, volumizes curls<br>- For controlled, soft, workable curls<br>- Rich in proteins, B-group vitamins, vitamin E, unsaturated fatty acids, magnesium, iron, potassium, copper, and phosphorus<br><br><b>Highlighted Ingredients:<br></b>- Noto Almond Extract: Rich in proteins, B-vitamins, and vitamin E for volume and elasticity.<br><br><b>Ingredient Callouts:</b> Free of parabens and sulfates SLS & SLEs. It is also vegan. <br><br><b>What Else You Need to Know:</b> This mask contains Noto almond extract, which supplies hair with vital proteins, vitamins B and E, and nourishing minerals. Slow Food Presidia support small producers so they can continue to grow traditional and artisanal products and plants that are at risk of disappearing.<br>",Davines LOVE Curl Hair Mask for Curly Hair in 8.79 oz / 250 ml Image 2
Pureology,,"<b>What it is: </b>A softening treatment mask with shea butter and almond oil that nourishes and softens dry, color-treated hair. <br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Coily, Curly, Straight, and Wavy <br><br><b>Hair Concerns:<br></b>- Dryness<br>- Shine<br>- Color Safe<br><br><b>Key Benefits: <br></b>- Gives hair touchable softness<br>- Nourishes hair <br>- Provides extraordinary color protection<br><br><b>Formulation:</b> Mask<br><br><b>Highlighted Ingredients:<br></b>- Shea Butter: Softens hair. <br>- Almond Oil: Nourishes hair. <br><br><b>Ingredient Callouts:</b> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This treatment includes a signature aromatherapy blend of cardamom, cedarwood, and sandalwood and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine",Pureology Hydrate Soft Softening Treatment Hair Mask in 7 fl oz/ 200 mL Image 2
Verb,Hair Masks,"<b>What it is: </b>A curl mask that nourishes, detangles, and defines waves, curls, and coils.<br><br><b>Hair Type:</b> Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Curl-Enhancing<br>- Damage, Split Ends, and Breakage<br>- Frizz<br><br><b>Key Benefits: <br></b>- Nourishes and defines curls<br>- Promotes curl retention<br>- Provides lightweight moisture<br><br><b>Highlighted Ingredients:<br></b>- SunflowerCurl™ Complex: Nourishes, detangles, and defines curly hair. <br>- Castor Oil: Adds rich moisture to hair. <br>- Jojoba Oil: Moisturizes and protects against dryness and breakage. <br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, mineral oil, sulfates SLS & SLES, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.<br><br><b>What Else You Need to Know:</b> Verb® Curl Defining Mask nourishes, detangles, and defines waves, curls, and coils. Powered by the brand’s proprietary SunflowerCurl™ Complex, jojoba oil, and castor oil, this mask promotes curl retention and provides lightweight moisture for bouncy curls.<br><br><b>Fragrance Description:</b> A gentle citrus scent with notes of oatmeal and pink grapefruit.<br><br><b>Clinical Results:</b> In a test in a third-party lab, results when using the full Verb® Curl Collection included:<br>- Reduces frizz by 84% after just 1 use<br>- Increases curl retention by 20% after just 1 use","Verb Curl Defining Mask for Waves, Curls, and Coils in 6.5 oz Image 2"
Kérastase,Hair Masks,"<b>What it is: </b>A gel mask that adds lightweight hydration to hair with dry ends and oily roots while rebalancing moisture levels, leaving hair soft, smooth, and shiny.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, and Curly<br><br><b>Hair Concerns:<br></b>- Oily Scalp<br>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Rebalances hydration levels in hair with dry ends and oily roots<br>- Innovative gel formula that provides lightweight hydration<br>- Leaves hair soft, smooth, and shiny<br><br><b>Highlighted Ingredients:<br></b>- Amino Acid: Balances and removes excess oil from scalp.<br>- Ceramides: Improves hair fibers’ ability to resist breakage and lock in moisture. <br><br><b>What Else You Need to Know:</b> This innovative gel treatment hair mask works to rebalance hydration levels in hair with oily roots and dry ends. Its stylist-loved formula is infused with amino acids and ceramides to deeply moisturize and easily detangle to restore hair quality. The perfect addition to your weekly wash-day routine for smoother, softer, lightly conditioned hair with enhanced shine.<br><br><b>Fragrance Description: </b>An airy, fresh composition, the heavenly scent is tinged with earl grey tea and softened by rose essence and cedarwood.<b><br></b><br><b>Clinical Results:</b> In a controlled study using a system of Divalent Collection Shampoo vs. unwashed hair:<br>- +61% volume was shown<br><br>In a controlled study using a system of Divalent Collection Shampoo vs. non-conditioning shampoo:<br>- +20% detangling was shown<br><br>In a controlled study using a system of Divalent Collection Detox Clay and Shampoo vs. unwashed hair:<br>- +92% volume was shown",
Kérastase,Hair Masks,"<b>What it is: </b>A hair mask, for all frizz-prone and voluminous hair types, that reduces frizz, restores hair movement, and seals split ends.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Frizz<br>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Provides maximum frizz control and restores hair movement<br>- Leaves hair extremely soft and supple with protection against blow dry heat and humidity<br>- Seals ends to help prevent future blow dry damage<br><br><b>Highlighted Ingredients:<br></b>- Morpho-Kératine™ Complex: Restores hair fibers to protect against frizz and improve manageability.<br>- Softening Agents: Enhances texture for hair that is extremely soft to the touch.<br>- Lipid Agents: Smooths while enhancing shine, manageability, and strength for healthy-feeling hair.<br><br><b>What Else You Need to Know:</b> This frizz-reducing mask smooths all voluminous and frizz-prone hair types to restore movement and flexibility. It is carefully crafted to protect against humidity and blow dry heat and the weightless formula manages flyaways and seals split ends to prevent future blow dry damage. The ultimate addition to any weekly hair care routine recommended by pro hair stylists for smoother hair that is extremely soft to the touch.<br><br><b>Fragrance Description:</b> The fragrance of this mask is a story of pure passion with top notes of green petitgrain and violet petals, middle notes of lily, white rose, and sandalwood, and base notes of iris and vanilla.",Kérastase Discipline Smoothing Hair Mask for Frizzy Hair in 6.8 oz/ 200 mL Image 2
Bumble and bumble,Hair Masks,"<strong>What it is: </strong>A lightweight hair thickening mask delivers all-day volume instantly thickens and plumps each strand from roots to ends for a thicker look.<br><br><strong>Hair Type:</strong> Fine and Medium<br><br><strong>Hair Texture:</strong> Straight and Wavy<br><br><strong>Hair Concerns:<br></strong>- Volumizing <br>- Dryness <br>- Straightening/Smoothing<br><br><strong>Key Benefits: <br></strong>-Gives hair all-day volume <br>-Strengthens hair<br>-Creates fuller styles<br><br><strong>Highlighted Ingredients:<br></strong>- Strand-Plumping Technology: Immediately thickens and plumps each strand.<br>- Hydrolyzed Rice Protein: Helps add volume and bounce.<br>- Kukui Seed Oil and Coconut Oil: Help condition and smooth.<br><br><strong>Ingredient Callouts:</strong> Free of parabens, formaldehydes, phthalates, and mineral oil. It is also cruelty-free.<br><br><strong>What Else You Need to Know:</strong> Hair is instantly detangled and strengthened to protect against breakage. This hair mask improves manageability and nourishes your scalp, too. Ideal for Fine to Medium hair types seeking a lightweight hair mask for volume and hydration. ",Bumble and bumble Thickening Plumping Hair Mask in 6.7 oz / 200 mL Image 2
Davines,Hair Masks,"<b>What it is: </b>A fast-acting rinse-off liquid that visibly transforms hair after one use, revealing shiny, soft, silky strands with a glass-like finish.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Shine<br><br><b>Key Benefits: <br></b>- Adds instant shine and luster<br>- Is a super-fast treatment with no processing time<br>- Contains 95 percent biodegradable ingredients<br><br><b>Highlighted Ingredients:<br></b>- Roucou Oil: Strengthens and protects hair with beta-carotene and antioxidants.<br><br><b>Ingredient Callouts:</b> This product is vegan.<br><br><b>What Else You Need to Know:</b> This liquid treatment is specially formulated to smooth the hair cuticle for a healthy, shiny, silky finish. It’s ideal for whenever you need a boost of radiance, in no time.<br><br><b>Clinical Results:</b> In an instrumental test:<br>- Hair was 6X shinier<br>- Hair was 3.5X silkier<br><br>In a self-evaluation of 63 volunteers worldwide:<br>- Hair was extremely soft",Davines OI Liquid Luster Hair Treatment for Softness and Shine in 10.14 oz/ 300 ml Image 2
SHAZ & KIKS,Hair Masks,"<p><strong>What it is: </strong><span style=""background-color: var(--palette-white, #ffffff); color: var(--attrpanel-color-text, #1a2028);"">An essential scalp and hair prewash mask formulated with 35+ high-quality nutrients that help stimulate hair growth, balance scalp's pH and thicken fine hair - building your foundational hair health</span></p><p><br></p><p><strong>Hair Texture:</strong> Straight and Wavy</p><p><br></p><p><strong>Hair Type:</strong> Fine and Medium</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Oily Scalp</p><p>- Thinning</p><p>- Damage, Split Ends, and Breakage</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Stimulates hair growth with essential vitamins, minerals, and antioxidants</p><p>- Balances scalp pH and oil production</p><p>- Thickens and strengthens fine, thin hair</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Shikakai: Nourishes hair follicles with multi-vitamins and anti-oxidants.</p><p>- Neem: Soothes scalp skin with antibacterial and anti-inflammatory properties.</p><p>- Ayurvedic Oil Blend: Moisturizes and strengthens fine hair with amino acids, fatty acids and minerals.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This highly-concentrated mask is an essential step 1 in your haircare ritual to build your long-term foundational hair health by delivering 35+ vitamins, minerals, anti-oxidants, fatty acids, anti-inflammatory and anti-bacterial ingredients to your entire hair ecosystem. Created with many high-performing herbs, oils, and flowers, this prewash mask is rooted in an ancient Ayurvedic formula to encourage healthy hair growth.</p><p><br></p><p>All SHAZ & KIKS products are 100% vegan, pH balanced, and cruelty-free, 90% plant based formulas made with sustainably and ethically sourced ingredients from Indian suppliers and farmers, and free of sulfates, parabens, or phthalates.</p><p><br></p><p><strong>Fragrance Description: </strong>This prewash mask has a natural fragrance with notes of wild mint.</p><p><br></p><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>","SHAZ & KIKS Mini Scalp & Hair Prewash Mask for Fine, Thin or Medium Hair in 3.04 oz / 90 ml Image 2"
Oribe,Hair Masks,"<b>What it is: </b>A luxe, cuticle-enriching, anti-frizz mask and conditioner that preserves the life of your hair color. <br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b>Coily, Curly, Straight, and Wavy <br><br><b>Hair Concerns:<br></b>- Dryness <br>- Shine <br>- Color Fading <br><br><b>Key Benefits: <br></b>- Enhances color vibrancy<br>- Protects against sun and pollution<br>- Softens and strengthens color-treated hair<br><br><b>Highlighted Ingredients:<br></b>- Bioflavonoids: Protect hair color from fading and discoloration.<br>- Phytoceramides: Protect hair color and smooth the hair shaft to boost shine.<br>- Oribe Signature Complex: Defends hair from environmental elements, oxidative stress, photoaging, and the deterioration of natural keratin.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, and cruelty-free. <br><br><b>What Else You Need to Know:</b> Add life and shine to your hair with this intensive mask that features the latest color-maintenance technology to protect against the fading effects of the sun. Harnessing enhanced UV filters and next-generation biopolymers, the supercharged formula strengthens dry, damaged hair and tames frizz.<br><br>All Oribe products are dermatologist tested and formulated with safe, high-quality, innovative ingredients. They are also PETA approved, UV protective, and color- and keratin-treatment safe.<br><br><b>Fragrance Description: </b>Created in collaboration with one of the oldest French Fragrance houses, Oribe’s signature scent, Côte d’Azur, features sun-drenched notes of Calabrian bergamot, white butterfly jasmine, and sandalwood—embodying the glamour and heat of the legendary destination.",Oribe Hair Mask for Beautiful Color in 5.9 oz/ 175 mL Image 2
shu uemura,Hair Masks,"<b>What it is: </b>A rich anti-brass hair mask with exclusive cool pigment technology and Japanese-sourced white peony to neutralize and moisturize highlighted or lightened blonde and gray hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Coily, Curly, Straight, and Wavy<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Straightening and Smoothing<br>- Color Fading<br><br><b>Key Benefits: <br></b>- Neutralizes unwanted brassiness and yellow tones for a cool blonde look<br>- Intensely moisturizes to prevent breakage and split ends<br>- Smooths, adding a natural glow and subtle shine<br><br><b>Highlighted Ingredients:<br></b>- Japanese Cool Pigment Technology: Exclusive violet dyes crafted with leading Japanese ink manufacturers with cool pigment technology to boost neutralization performance.<br>- Japanese-Sourced White Peony: Rich in vitamin D and antioxidants to intensely moisturize, hydrate, and soothe hair.<br><br><b>Ingredient Callouts:</b> Free of parabens.<br><br><b>What Else You Need to Know:</b> A luxurious, professional-grade hair mask to intensely nourish hair while neutralizing brassiness and unwanted tones and adding moisture to prevent breakage and split ends. Crafted with Japanese-sourced white peony and exclusive shu uemura Japanese cool pigment technology to boost neutralization performance for highlighted, lightened blonde, and silver hair.<br><br><b>Fragrance Description:</b> This mask has a woody yet floral scent with top notes of cardamom, ginger, and mate; heart notes of white peony, jasmine, and freesia; and base notes of hearty white musk.",shu uemura Yūbi Blonde Anti-Brass Purple Mask for Blonde Hair in 6 oz/ 200 mL Image 2
Living Proof,Hair Masks,"<b>What it is: </b>A replenishing deep conditioning mask that repairs dry, damaged hair for long-lasting softness, shine, and smoothness in just five minutes.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Damage/Split Ends/Breakage<br>- Shine<br>- Dryness<br><br><b>Key Benefits: <br></b>- Reduces breakage by up to 70%*<br>- Replenishes hair’s natural protective layer<br>- Restores hair’s moisture levels<br><br><b>Highlighted Ingredients:<br></b>- Biomimetic Emollient Blend: Smooths and aligns hair fibers to add softness and shine.<br>- Functionally Active Meadowfoam Seed Oil: Conditions and prevents future damage.<br>- Cupuaçu Butter: Revitalizes damaged hair for softer, shinier results.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This rich, reparative formula works to revitalize dry, damaged hair in just five short minutes. Not only does the hair mask nurture and replenish strands, but it also helps to smooth the cuticle for softer, shinier, and healthier-looking hair.<br><br><br><br><br>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",Living Proof Restore Repair Hair Mask in 6.7 oz / 200 mL Image 2
